id,feature_529,feature_533,feature_2076,feature_4089,feature_4283,feature_7902,feature_10682,feature_10843,feature_12383,feature_14488,feature_18489,feature_20666,feature_20678,feature_21924,feature_22686,feature_23074,feature_25912,feature_28332,feature_28413,feature_30181,feature_31067,feature_35902,feature_38422,feature_41055,feature_41208,feature_41525,feature_41885,feature_42545,feature_42929,feature_44044,feature_47595,feature_50448,feature_50452,feature_50460,feature_50934,feature_51807,feature_55460,feature_90249,feature_90371,feature_90397,feature_90702,feature_92993,feature_93465,feature_97204,feature_100226,feature_100554,feature_103304,feature_110372,feature_116707,feature_118278,feature_120495,feature_120634,feature_123357,feature_127153,feature_140314,feature_140477,feature_141090,feature_141829,feature_143867,feature_145530,feature_147608
1029_TSI_NEU_XX_seg0,0.034743708,0.11594725,0.008691108,0.005085322,0.0142660765,0.0,0.1692837,0.006561712,0.0055894167,0.06563457,0.048196,0.04906611,0.12180386,0.029282266,0.011588279,0.0,0.014228434,0.1097779,0.13693663,0.02276874,0.028183559,0.0,0.12796229,0.01654976,0.06282224,0.030939545,0.008239305,0.061916016,0.030741328,0.022211064,0.0013643636,0.19289654,0.3317407,0.33124968,0.12764344,0.0050200643,0.031273138,0.27856728,0.2711227,0.15394588,0.187112,0.030873897,0.026979437,0.0077452366,0.14293823,0.12244227,0.020269431,0.37395018,0.048835587,0.006327515,0.08132728,0.0016721444,0.028550714,0.063903175,0.0006351322,0.07372531,0.043829594,0.04312628,0.014986768,0.070137665,0.0
1008_TIE_NEU_XX_seg0,0.017510734,0.082630575,0.017062938,0.018254876,0.055114754,0.0,0.16175929,0.013732716,0.0,0.06563457,0.020076511,0.05518713,0.13555361,0.020572396,0.046407394,0.0,0.049316775,0.074397765,0.13433819,0.024019992,0.054100882,0.035032958,0.21694851,0.0,0.054646548,0.018400723,0.032360114,0.055261973,0.02669056,0.029734407,0.0023402052,0.19289654,0.18130986,0.33643502,0.10337305,0.07314788,0.091064505,0.28675285,0.2711227,0.1409426,0.18382001,0.0,0.07813977,0.039841358,0.14408234,0.13590078,0.06251473,0.3971541,0.033994824,0.0,0.011530429,0.01286073,0.03288819,0.08266156,0.035088852,0.08020454,0.024747854,0.01898345,0.018665517,0.07176505,0.023203066
1069_IWW_ANG_XX_seg1,0.067953,0.08350543,0.0,0.0,0.0,0.0,0.118984215,0.0,0.0,0.06563457,0.021629779,0.14593714,0.09000478,0.13234761,0.13234761,0.09823344,0.106798016,0.13234761,0.098348446,0.0058536422,2.591978e-05,0.0825667,0.0005378585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05383207,0.0,0.017835502,0.21787246,0.025127416,0.15850802,0.23092027,0.26490754,0.062237937,0.5105983,0.0,0.04026052,0.014769655,0.18349305,0.09800774,0.0,0.40898058,0.003569191,0.0,0.075722866,0.10972389,0.028550714,0.07329893,0.10782521,0.016410897,0.0,0.0,0.0,0.07176505,0.0
1039_IEO_HAP_MD_seg0,0.084168814,0.08906332,0.023556493,0.01643135,0.01889465,0.011440356,0.08348207,0.05274408,0.024920221,0.06563457,0.03510821,0.07869743,0.078548595,0.021311225,0.0140916165,0.0,0.040564407,0.029658517,0.11006372,0.009649195,0.04781204,0.020524722,0.17766798,0.041876707,0.016640423,0.020169394,0.02060818,0.04532886,0.031374957,0.03395176,0.024137763,0.20904946,0.31702545,0.3341942,0.12400972,0.053736024,0.01147804,0.31436813,0.2882352,0.25212052,0.26308033,0.016675122,0.019566404,0.04253318,0.1953687,0.061347336,0.020578308,0.011881352,0.012436757,0.004588705,0.039355636,0.069132395,0.021031832,0.07836517,0.034120873,0.12824301,0.04851252,0.01850879,0.027817147,0.07176505,0.046555497
1016_IOM_DIS_XX_seg0,0.09667692,0.08265585,0.0,0.0,0.035179533,0.0,0.07683969,0.008050318,0.0,0.12778798,0.034895718,0.19448122,0.13555361,0.08007624,0.10121911,0.06692194,0.1347476,0.03998492,0.09895176,0.030471163,0.043206472,0.04655171,0.17825475,0.0,0.050135273,0.013966208,0.051386245,0.018141203,0.029443609,0.06224784,0.035136756,0.19289654,0.19381943,0.0,0.113789,0.061031237,0.01046272,0.28675285,0.2711227,0.18096949,0.27311298,0.0,0.0,0.03773469,0.055871617,0.13590078,0.059764598,0.3971541,0.015393596,0.019924544,0.078893,0.010479074,0.008619626,0.08473235,0.06021544,0.049170803,0.0,0.0,0.0,0.18527707,0.053772982
1091_ITH_NEU_XX_seg0,0.04930285,0.06447184,0.0,0.02284694,0.014274365,0.022294108,0.15313396,0.056732517,0.0,0.06563457,0.037782043,0.01611266,0.09514909,0.10126415,0.012403761,0.0,0.069767125,0.0767105,0.06501796,0.013815666,0.02356346,0.09039665,0.15001304,0.0,0.036667008,0.0,0.10982031,0.027863689,0.012970003,0.040286925,0.021075817,0.087880984,0.28820527,0.22015624,0.108669065,0.09924624,0.006965396,0.22251706,0.20940721,0.13420106,0.18764514,0.0,0.058646176,0.036149018,0.115622215,0.07663601,0.0057765674,0.19596767,0.029972002,0.0024624583,0.055859488,0.040423125,0.005906652,0.078637004,0.0,0.059911188,0.04447122,0.0,0.009525354,0.07176505,0.042433724
1006_TAI_FEA_XX_seg0,0.09149057,0.109925866,0.0,0.0,0.008719683,0.0,0.11152307,0.024147274,0.021987418,0.10690746,0.04866297,0.02420592,0.283566,0.022040179,0.11925307,0.06646403,0.0022339835,0.03691387,0.12267369,0.043004286,0.027854767,0.0013467802,0.19858079,0.027450234,0.014627376,0.060645647,0.024935959,0.06894593,0.006999612,0.049749516,0.008619144,0.12168918,0.25753483,0.19008335,0.10772059,0.07618044,0.067105755,0.21258229,0.23764189,0.027025262,0.21357273,0.00078456494,0.0,0.04197452,0.08065587,0.10366182,0.058331463,0.27102792,0.009561762,0.01701668,0.026027173,0.024236456,0.024436446,0.078389086,0.0,0.106336564,0.0,0.0,0.026185604,0.06907663,0.06374124
1060_ITS_ANG_XX_seg1,0.01006261,0.09518471,0.0,0.0,0.0,0.0,0.08219017,0.014566269,0.0,0.06563457,0.021629779,0.17596655,0.10084496,0.13234761,0.13234761,0.07550124,0.1106239,0.13234761,0.1306328,0.017800948,0.030961586,0.063746646,0.0005378585,0.02714874,0.041947592,0.013274616,0.0,0.0,0.015694337,0.0,0.015835717,0.09596562,0.25516745,0.26780632,0.21500151,0.040261593,0.15850802,0.24227488,0.20940721,0.1675079,0.45869118,0.0030165715,0.0076129837,0.0,0.00017495293,0.08410807,0.17094524,0.27791595,0.03991504,0.07127335,0.0024724305,0.070798896,0.028550714,0.06039441,0.072735205,0.058539923,0.0,0.017254638,0.0,0.07176505,0.06863502
1019_TAI_ANG_XX_seg1,0.051980503,0.12278701,0.01883658,0.019449733,0.0,0.0,0.08611526,0.010269638,0.017750105,0.06563457,0.021629779,0.15549433,0.10721584,0.13234761,0.13234761,0.07572332,0.1079353,0.13234761,0.13306546,0.017400319,0.0036534688,0.07743985,0.14274962,0.024554592,0.028861906,0.028660238,0.0,0.0,0.02264663,0.02582659,0.0,0.09596562,0.33924663,0.2610481,0.21500151,0.027457353,0.15850802,0.25708506,0.20940721,0.18224347,0.454475,0.0,0.02393695,0.0,0.013867338,0.09105215,0.01089368,0.32107237,0.09546309,0.034834057,0.05728613,0.029461564,0.028550714,0.080219075,0.033898667,0.05309269,0.0,0.030917292,0.043570437,0.07176505,0.034967452
1002_IEO_FEA_HI_seg1,0.09365549,0.26559496,0.0,0.0,0.008402394,0.0,0.06648938,0.071326874,0.0,0.06563457,0.021629779,0.3024846,0.23405406,0.13234761,0.05386132,0.0,0.055324692,0.13234761,0.133744,0.03417562,0.02111208,0.013558096,0.06533031,0.023111118,0.021405572,0.024125053,0.030793037,0.0,0.019137915,0.045738734,0.0,0.021057414,0.08879857,0.0,0.10446351,0.035537828,0.12544106,0.17739043,0.27805212,0.0,0.1333196,0.034626134,0.008036615,0.0,0.14196603,0.13053642,0.0165546,0.07071914,0.00723288,0.03662855,0.018582704,0.03579862,0.028550714,0.055319168,0.10382745,0.06618794,0.017377842,0.02327971,0.0,0.07176505,0.0
1062_IOM_DIS_XX_seg0,0.018063836,0.07574299,0.0,0.050563414,0.012662357,0.028119044,0.07683969,0.007563184,0.0,0.06563457,0.019746466,0.19448122,0.13555361,0.10946714,0.019697258,0.0,0.0,0.16543826,0.08176323,0.030471163,0.04137357,0.016441142,0.19925365,0.0247817,0.0068700504,0.029088706,0.01870819,0.026034834,0.0,0.02922827,0.027886052,0.19289654,0.17947772,0.0,0.1293632,0.06956727,0.030669456,0.28675285,0.2711227,0.18096949,0.26243982,0.00118174,0.023215942,0.06516848,0.055871617,0.13590078,0.06581081,0.3971541,0.09453593,0.009232915,0.0019897223,0.027194053,0.013262279,0.07208567,0.06021544,0.049170803,0.007986511,0.0,0.028789662,0.07176505,0.04592494
1004_TAI_HAP_XX_seg0,0.05647541,0.07331905,0.016825892,0.0029431595,0.029530354,0.0,0.0978652,0.023639964,0.01926371,0.06563457,0.031422824,0.06369673,0.17063317,0.058714364,0.04510886,0.0,0.054514356,0.0070526665,0.087370045,0.0037024939,0.05589221,0.05940117,0.19970013,0.029551899,0.047331743,0.021986868,0.04989022,0.06982257,0.13978039,0.08052276,0.023964819,0.22588979,0.30920953,0.32411456,0.09563934,0.07853962,0.16103764,0.2926842,0.30205363,0.16743898,0.15559992,0.01806638,0.038009744,0.032480948,0.12544994,0.15487137,0.010995121,0.41787696,0.006158954,0.02397789,0.030519873,0.00583379,0.03831483,0.087047614,0.0,0.14204334,0.06273791,0.0016408232,0.00078200846,0.07176505,0.06189199
1039_DFA_FEA_XX_seg0,0.05077512,0.12357345,0.0,0.0,0.0,0.0,0.06487244,0.036396474,0.0,0.06563457,0.030713944,0.29505602,0.085750155,0.10710512,0.09311351,0.0,0.05782426,0.011535499,0.09891696,0.035827532,0.063338086,0.0033161005,0.18896237,0.0,0.044616688,0.022339271,0.033641823,0.09359592,0.076508865,0.061378606,0.016945738,0.087880984,0.3266877,0.01645509,0.1538449,0.07900235,0.032065656,0.2746853,0.20940721,0.0,0.32154828,0.0,0.0,0.04003219,0.13522498,0.05874417,0.0,0.021844983,0.006848391,0.0,0.027209908,0.048213907,0.001739933,0.09083286,0.047805954,0.06690485,0.0,0.0,0.0,0.07176505,0.050967894
1016_IEO_ANG_MD_seg1,0.07496083,0.0017566626,0.0,0.0,0.0,0.0,0.082169496,0.018582622,0.0,0.06563457,0.021629779,0.1821901,0.012815124,0.13234761,0.13234761,0.0,0.057770226,0.13234761,0.12645112,0.0147035085,0.038734034,0.04397682,0.0005378585,0.0,0.026238019,0.07049777,0.0,0.0,0.069831535,0.0,0.005761622,0.21574697,0.06457496,0.20423917,0.21537782,0.031312253,0.15850802,0.33608928,0.25050062,0.19707046,0.50994104,0.05678422,0.03875027,0.032288868,0.06232675,0.033188313,0.0,0.062275924,0.028052008,0.0,0.0478108,0.103245564,0.028550714,0.027931185,0.0701908,0.07522116,0.0,0.02418017,0.0,0.23408546,0.0
1011_TSI_DIS_XX_seg0,0.09349687,0.0879748,0.020179354,0.008333092,0.013149983,0.0,0.10123282,0.0,0.003245914,0.06563457,0.032866135,0.09940396,0.20691277,0.0050189006,0.0493549,0.0,0.035666555,0.042293523,0.09457211,0.0320199,0.039581694,0.048606038,0.20737174,0.038918607,0.050476328,0.047792085,0.05374062,0.022644121,0.07014876,0.016978245,0.03518868,0.0031983363,0.21860003,0.27782956,0.10479476,0.08698732,0.06136037,0.17954433,0.27805212,0.19482045,0.13528946,0.005233264,0.0,0.032659076,0.0929849,0.15392298,0.05163149,0.4153464,0.029834844,0.00391223,0.1112173,0.03654772,9.788638e-05,0.07268175,0.09490577,0.16159528,0.019036815,0.0067386725,0.009318316,0.07176505,0.072937675
1087_IEO_HAP_MD_seg0,0.0015333734,0.0472655,0.0,0.010750503,0.0090062665,0.0,0.09126562,0.055492584,0.0,0.06563457,0.019472135,0.0833003,0.08263231,0.04994713,0.052083082,0.0103062615,0.08878386,0.07066932,0.095366955,0.009649195,0.052092537,0.011342319,0.18840818,0.059272535,0.011739977,0.022294724,0.056408998,0.044909663,0.0608497,0.080586314,0.01111895,0.20904946,0.1961618,0.32511747,0.091783844,0.07828543,0.020655666,0.3120824,0.2882352,0.25710937,0.30774486,0.035751294,0.053095594,0.03576688,0.20113921,0.05888123,0.06458855,0.0012597225,0.010759418,0.0,0.032692224,0.08287736,0.0,0.08830938,0.040813074,0.12717606,0.0,0.028428212,0.0,0.061416104,0.05592008
1087_DFA_ANG_XX_seg1,0.013773379,0.04143472,0.0,0.0,0.0,0.0,0.12073938,0.0,0.0,0.06563457,0.021629779,0.15763745,0.03943817,0.13234761,0.13234761,0.0,0.10527917,0.13234761,0.13994849,0.016950356,0.027142962,0.0889131,0.0005378585,0.027024925,0.01916345,0.034091737,0.0,0.0,0.046919294,0.0,0.022906847,0.12065264,0.09124239,0.26326665,0.21908028,0.06823444,0.15850802,0.26298895,0.27527684,0.13031372,0.50599784,0.0,0.030285854,0.0,0.20310044,0.015808024,0.039408237,0.044682108,0.0,0.0,0.012458593,0.10964034,0.028550714,0.027120879,0.0,0.05698435,0.0,0.022150477,0.0,0.07176505,0.0
1076_TIE_NEU_XX_seg1,0.11878946,0.08265585,0.002764914,0.0,0.0,0.0,0.16478097,0.0,0.0024935626,0.063851774,0.021629779,0.05310961,0.12750062,0.13234761,0.13234761,0.049000066,0.08968923,0.13234761,0.14528379,0.024019992,0.02120774,0.07522952,0.09144919,0.036752373,0.029800585,0.024793621,0.0,0.0,0.08328528,0.018224867,0.03609939,0.20134231,0.19041643,0.3339836,0.21537782,0.0454044,0.15850802,0.2820077,0.2711227,0.14772815,0.43165648,0.033447683,0.0,0.04599678,0.14335898,0.12244227,0.012172302,0.38677981,0.021306306,0.051615577,0.046707004,0.005909346,0.028550714,0.03821718,0.03192334,0.07623134,0.0,0.027669646,0.0,0.07176505,0.0
1021_IEO_FEA_HI_seg1,0.09365549,0.089034975,0.005221012,0.01618411,0.01102789,0.0,0.06877469,0.027550409,0.009592134,0.06563457,0.021629779,0.30157986,0.24733806,0.13234761,0.04223139,0.0,0.050147507,0.13234761,0.15248567,0.03542687,0.029913578,0.054581832,0.065055646,0.017528558,0.033416662,0.0337937,0.0,0.0,0.0,0.03001027,0.027243786,0.021057414,0.21244025,0.0,0.2157541,0.039665412,0.15850802,0.17526871,0.27805212,0.0,0.1352806,0.019985806,0.015471814,0.0,0.14127749,0.1250071,0.011004345,0.072981484,0.05556277,0.012517819,0.10179645,0.037395757,0.028550714,0.05243693,0.11799313,0.06360715,0.021621859,0.021990081,0.015169701,0.07176505,0.0
1032_MTI_ANG_XX_seg1,0.09176437,0.059101433,0.0016371197,0.0006500214,0.00095600146,0.0,0.07542754,0.010596629,0.0,0.06563457,0.021629779,0.15211417,0.086038396,0.13234761,0.024969166,0.0,0.02528239,0.13234761,0.16970322,0.0141997,0.032196786,0.025343407,0.10707225,0.022017533,0.027664185,0.011674308,0.33444938,0.0,0.021191437,0.026755087,0.0,0.21313465,0.19730318,0.19918975,0.21666463,0.030943269,0.15850802,0.29237312,0.2882352,0.20705245,0.26038834,0.03175331,0.019104537,0.0022302805,0.12573725,0.04391683,0.011374983,0.0,0.027792124,0.0,0.007142365,0.07520393,0.028550714,0.03801781,0.0,0.036921866,0.021945812,0.027819326,0.02492616,0.07176505,0.0
1086_IWW_NEU_XX_seg1,0.0,0.004619393,0.0,0.0,0.0,0.0,0.15919629,0.0,0.0,0.06563457,0.021629779,0.08946524,0.10047454,0.13234761,0.13234761,0.0,0.060393862,0.13234761,0.15454268,0.020010546,0.0618636,0.0618636,0.0005378585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13733862,0.0,0.0,0.21667446,0.03333494,0.15850802,0.2542112,0.20174995,0.07755451,0.5105983,0.0,0.0,0.0,0.09993239,0.06803882,0.0,0.34187862,0.0,0.0,0.053461608,0.10390165,0.028550714,0.02782812,0.15311682,0.0,0.0,0.0,0.0,0.07176505,0.0
1055_IWL_DIS_XX_seg1,0.095942535,0.097911954,0.008808379,0.0064100507,0.017797787,0.0,0.107343085,0.029283473,0.0,0.0944815,0.022113753,0.1668135,0.19006303,0.011725006,0.027925653,0.0001672635,0.07192646,0.40381518,0.1888618,0.031169305,0.012525886,0.039648738,0.10231644,0.029839357,0.021026235,0.024874447,0.028064515,0.0,0.05469419,0.025750916,0.0914004,0.21989319,0.22207816,0.0,0.09054189,0.021059185,0.037073106,0.29198757,0.30205363,0.19977872,0.15604845,0.03134044,0.035534985,0.10415364,0.009534328,0.16400082,0.020108825,0.42083776,0.059805088,0.030512322,0.042323977,0.0062578074,0.028550714,0.05431069,0.0,0.06845152,0.025483659,0.03711511,0.03700093,0.11497184,0.014194338
1001_ITS_NEU_XX_seg0,0.017510734,0.06762117,0.01860454,0.022541212,0.025923453,0.02570117,0.1692837,0.0058534048,0.019571053,0.06563457,0.027721254,0.04906611,0.12180386,0.024691846,0.001923436,0.0,0.09255283,0.1347995,0.082011424,0.02276874,0.053188834,0.060458966,0.22309703,0.0,0.015856035,0.026425475,0.061133258,0.0,0.054038856,0.049683888,0.011423522,0.19289654,0.20730682,0.33124968,0.11244177,0.09555798,0.023036178,0.27856728,0.2711227,0.15394588,0.18728864,0.0,0.09823442,0.043064367,0.14293823,0.12244227,0.0148843415,0.37395018,0.012242358,0.02061493,0.02096048,0.015663188,0.004838757,0.09218593,0.058351234,0.07372531,0.04686939,0.007641929,0.006938257,0.07176505,0.038122915
1034_TSI_ANG_XX_seg1,0.040801413,0.08282128,0.0,0.0,0.0,0.0,0.07802584,0.015105867,0.0,0.06563457,0.017861007,0.19019303,0.09758348,0.21154065,0.21154065,0.0,0.21154065,0.21154065,0.2307048,0.01945286,0.09553195,0.09553195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09596562,0.22357403,0.26893014,0.29752588,0.2544018,0.2544018,0.23449075,0.20940721,0.15671326,0.61957103,0.0,0.0,0.0,0.0,0.082260005,0.0,0.25142726,0.0,0.0,0.033491284,0.09596926,0.044617034,0.0,0.0233583,0.060758714,0.0,0.0,0.0,0.054551348,0.0
1030_DFA_HAP_XX_seg0,0.084168814,0.09071675,0.0,0.02669904,0.0,0.015711954,0.065226614,0.095959075,0.035710733,0.06563457,0.028124435,0.18667857,0.08090211,0.02407695,0.052355576,0.0,0.099649064,0.0030743002,0.11502218,0.010396639,0.03502509,0.011644353,0.20870988,0.019000856,0.009403456,0.011711882,0.029248398,0.031499486,0.062351827,0.029463856,0.031498924,0.20904946,0.12959817,0.32286286,0.08642352,0.107199535,0.012794528,0.2938263,0.2882352,0.18747067,0.32121518,0.011954181,0.0,0.029180102,0.13283895,0.046995837,0.044925205,0.0,0.016073462,0.00813364,0.024286896,0.0849166,0.008190868,0.06255462,0.07297949,0.14147447,0.026736656,0.0,0.03524543,0.07176505,0.055017866
1057_TAI_SAD_XX_seg1,0.061063353,0.054959446,0.005785469,0.0052703195,0.0,0.0,0.12090886,0.012311395,0.0015222491,0.0944815,0.021629779,0.069870256,0.1563529,0.13234761,0.4157775,0.08583968,0.08567359,0.13234761,0.13706225,0.020118326,0.01637401,0.11366531,0.07731384,0.019392895,0.027366705,0.036224592,0.0,0.0,0.023327313,0.021647364,0.0,0.20134231,0.18762772,0.17807494,0.21537782,0.040270757,0.15850802,0.2925357,0.2711227,0.22220644,0.34750223,0.02199526,0.0,0.0,0.14011478,0.14433219,0.005031805,0.41335532,0.024082128,0.0,0.039928693,0.011583042,0.028550714,0.07004949,0.007483244,0.08302281,0.17177087,0.019021863,0.017843528,0.15409172,0.0
